0.1313	2.5383	0	0	0.1313	2.5383	0	2.75	0	1
-0.095076	2.89286	-0.533482	0.841699	-0.128382	2.88284	-0.0282	3.1487	-0.1253	0.9921
-0.089484	3.43927	0.0131148	1.14725	-0.083	3.4768	-0.1062	3.5408	-0.2487	0.9686
-0.332881	4.06388	-0.552742	1.34051	-0.386991	4.29771	-0.2327	3.92	-0.3681	0.9298
-0.549113	4.41024	-0.54149	0.897032	-0.5479	4.3625	-0.4058	4.2803	-0.4818	0.8763
-0.618683	4.57647	-0.237005	0.703935	-0.565521	4.25922	-0.6226	4.6162	-0.5878	0.809
-0.859865	4.85022	-0.593343	0.684805	-0.8817	4.8511	-0.8798	4.9222	-0.6845	0.729
-1.44242	5.25128	-1.31826	0.518291	-1.62984	5.66573	-1.1734	5.1935	-0.7705	0.6374
-1.59309	5.5894	-0.433064	0.821707	-1.5429	5.6116	-1.4986	5.4259	-0.8443	0.5358
-1.82424	5.66287	-0.582648	0.241231	-1.79483	5.50247	-1.8504	5.6157	-0.9048	0.4258
-2.23721	5.74614	-0.979842	0.21802	-2.2599	5.7498	-2.2232	5.76	-0.9511	0.309
-2.71655	5.8365	-1.05941	-0.0608611	-2.84165	6.04854	-2.6111	5.8563	-0.9823	0.1874
-3.08967	5.75708	-0.941919	-0.190434	-3.0795	5.7419	-3.0081	5.9033	-0.998	0.0628
-3.33513	5.83085	-0.820792	0.489853	-3.1736	5.65631	-3.4078	5.9002	-0.998	-0.0628
-4.01914	6.06565	-1.61306	0.610103	-4.076	6.0973	-3.804	5.847	-0.9823	-0.1874
-4.33697	5.87818	-0.74544	-0.538579	-4.20436	5.69784	-4.1904	5.7445	-0.9511	-0.309
-4.60563	5.4275	-0.638441	-1.0583	-4.5828	5.3804	-4.5609	5.5945	-0.9048	-0.4258
-4.83964	5.22805	-0.480223	-0.623541	-4.93331	5.40067	-4.9097	5.3991	-0.8443	-0.5358
-5.04608	5.27451	-0.554912	0.0223052	-5.0707	5.3266	-5.2312	5.1616	-0.7705	-0.6374
-5.39526	5.13777	-0.462866	-0.731619	-5.72429	5.35837	-5.5205	4.8857	-0.6846	-0.729
-5.50766	4.64098	-0.270668	-1.18628	-5.479	4.6001	-5.7729	4.5757	-0.5878	-0.809
-5.87491	4.18573	-0.680665	-1.29697	-6.16141	4.32647	-5.9844	4.2365	-0.4818	-0.8763
-6.15186	3.72169	-0.698226	-1.1793	-6.1566	3.7302	-6.1517	3.8735	-0.3681	-0.9298
-6.26089	3.14952	-0.49084	-1.32169	-6.01296	3.02789	-6.2723	3.4924	-0.2487	-0.9686
-6.26662	3.07492	-0.0961265	-0.386881	-6.2486	3.1209	-6.3441	3.0991	-0.1253	-0.9921
-6.34147	2.8491	-0.213228	-0.545176	-6.33035	2.82083	-6.3661	2.7	0	-1
-6.33678	2.25144	0.0292484	-1.35944	-6.2954	2.1978	-6.3378	2.3013	0.1253	-0.9921
-6.38963	1.95683	-0.0175826	-0.785009	-6.51737	2.05607	-6.2599	1.9092	0.2487	-0.9686
-6.34735	1.46633	0.103386	-1.16136	-6.3302	1.4445	-6.1333	1.53	0.3681	-0.9298
-6.10502	0.78208	0.497616	-1.67812	-5.90504	0.725166	-5.9603	1.1697	0.4817	-0.8763
-5.85006	0.888896	0.622294	0.0038162	-5.8475	0.977	-5.7435	0.8338	0.5878	-0.809
-5.52574	0.831852	0.566067	-0.0988575	-5.30893	0.791469	-5.4863	0.5278	0.6845	-0.729
-5.37572	0.426807	0.392426	-0.929756	-5.3873	0.3811	-5.1927	0.2565	0.7705	-0.6374
-5.03816	-0.123004	0.81671	-1.35902	-4.91873	-0.139273	-4.8675	0.0241	0.8443	-0.5358
-4.62781	-0.253435	1.02057	-0.382048	-4.6046	-0.1968	-4.5157	-0.1657	0.9048	-0.4258
-4.1601	-0.213266	1.35883	0.0996847	-4.25044	-0.203294	-4.1429	-0.31	0.951	-0.309
-3.73135	-0.215324	1.09112	-0.00815828	-3.7606	-0.2235	-3.7549	-0.4063	0.9823	-0.1874
-3.40774	-0.386681	0.833937	-0.408752	-3.48508	-0.412427	-3.358	-0.4533	0.998	-0.0628
-3.16463	-0.300794	0.614696	0.290115	-3.1863	-0.2537	-2.9582	-0.4502	0.998	0.0628
-2.9706	-0.408227	0.706559	-0.22633	-3.15161	-0.450215	-2.562	-0.397	0.9823	0.1874
-2.21291	-0.3939	1.81486	0.0547477	-2.093	-0.3718	-2.1757	-0.2945	0.9511	0.309
-1.8327	-0.167665	0.868997	0.511622	-1.90194	-0.111377	-1.8052	-0.1445	0.9048	0.4258
-1.38103	-0.0631483	1.13859	0.167064	-1.3552	-0.088	-1.4564	0.0509	0.8443	0.5358
-1.03086	0.226568	0.785203	0.68834	-0.990388	0.248138	-1.1348	0.2884	0.7705	0.6374
-0.822954	0.564132	0.536753	0.900555	-0.8498	0.5809	-0.8456	0.5643	0.6846	0.7289
-0.542249	0.793963	0.41189	1.02515	-0.292478	0.428982	-0.5932	0.8743	0.5878	0.809
-0.780403	1.28072	-0.770372	1.03341	-0.8821	1.2976	-0.3817	1.2135	0.4818	0.8763
-0.274309	2.03092	1.06255	1.93257	-0.215736	1.64754	-0.2143	1.5765	0.3682	0.9298
-0.0134293	2.05765	0.303904	-0.0522865	-0.0483	1.874	-0.0938	1.9576	0.2487	0.9686
-0.0696113	2.27161	-0.117852	0.78365	-0.0936458	2.20711	-0.022	2.3509	0.1254	0.9921
0.16682	2.74872	0.770821	1.1577	0.2343	2.791	0	2.75	0	1
-0.119835	3.19594	-0.592809	1.35915	-0.131543	2.90803	0.0157	3.1494	0.0941	0.9956
0.0797987	3.49434	0.645913	0.759225	0.1631	3.4384	0.0813	3.5437	0.2182	0.9759
0.229481	3.81057	0.399536	0.919101	0.214056	3.71884	0.1959	3.9267	0.3388	0.9409
0.146048	4.41678	-0.248738	1.48164	0.1055	4.4741	0.3575	4.2923	0.454	0.891
0.28704	4.78573	0.322215	0.955467	0.300563	4.63927	0.5637	4.6348	0.5621	0.8271
0.459339	4.97953	0.429027	0.514607	0.4657	4.932	0.8112	4.9487	0.6613	0.7501
1.09171	5.18314	1.56325	0.747796	1.13114	5.01133	1.096	5.2292	0.7501	0.6613
1.53629	5.59613	1.13926	1.0125	1.5131	5.6216	1.4138	5.4717	0.8271	0.5621
1.84417	5.70614	0.893204	0.614808	1.70237	5.30358	1.7595	5.6724	0.891	0.454
2.1735	5.87151	0.824951	0.427475	2.1662	5.8513	2.1276	5.8283	0.9409	0.3387
2.45633	6.11392	0.676528	0.516422	2.47496	6.20556	2.5123	5.9368	0.9759	0.2181
2.94176	6.09445	1.12551	0.0132511	2.9586	6.0541	2.9076	5.9962	0.9956	0.0941
3.35861	6.14045	1.04236	0.1069	3.3541	6.16017	3.3072	6.0057	0.9995	-0.0314
3.68879	6.03172	0.832644	-0.243465	3.6663	5.9939	3.7049	5.9649	0.9877	-0.1565
3.9193	5.86154	0.736521	-0.19707	3.76223	5.65445	4.0943	5.8747	0.9603	-0.279
4.36506	5.51042	1.02525	-0.785177	4.3686	5.4669	4.4693	5.7363	0.9177	-0.3972
4.63256	5.56074	0.942672	0.379846	4.4278	5.49571	4.8241	5.552	0.8607	-0.5091
5.38055	5.41191	1.7288	-0.234086	5.4243	5.3869	5.1529	5.3248	0.7901	-0.6129
5.60069	5.19925	0.507383	-0.595276	5.43018	5.12302	5.4507	5.0581	0.7071	-0.7071
5.7859	4.88599	0.453464	-0.755308	5.7766	4.8731	5.7127	4.7561	0.6129	-0.7902
6.11753	4.68164	0.82533	-0.512179	6.197	4.73646	5.9347	4.4238	0.509	-0.8608
6.3232	4.4453	0.540326	-0.594703	6.2961	4.4314	6.1134	4.0662	0.3971	-0.9178
6.42951	3.86619	0.300902	-1.40444	6.30143	3.715	6.2459	3.689	0.279	-0.9603
6.21611	3.32791	-0.450782	-1.39882	6.1478	3.3076	6.33	3.2982	0.1564	-0.9877
6.25375	2.68614	0.178039	-1.55167	6.28322	2.65132	6.3645	2.9	0.0314	-0.9995
6.31403	2.44854	0.179645	-0.732389	6.3306	2.4971	6.3488	2.5005	-0.0941	-0.9956
6.34224	1.99674	-0.0890428	-1.17085	6.41558	1.98316	6.2832	2.1062	-0.2182	-0.9759
6.28862	1.87464	-0.110806	-0.43527	6.2982	1.9152	6.1686	1.7232	-0.3388	-0.9409
6.19993	1.68464	-0.297061	-0.495214	6.22979	1.69133	6.007	1.3576	-0.454	-0.891
5.97792	1.07569	-0.554917	-1.38547	5.939	1.023	5.8008	1.0152	-0.5621	-0.8271
5.53909	0.468323	-1.00756	-1.50956	5.36022	0.450241	5.5533	0.7013	-0.6613	-0.7501
5.15621	0.409647	-0.970486	-0.283717	5.1628	0.4771	5.2685	0.4208	-0.7501	-0.6613
4.84209	0.202095	-1.09526	-0.529308	5.0966	0.196827	4.9507	0.1783	-0.8271	-0.5621
4.45289	0.0663212	-0.98154	-0.344991	4.4656	0.0777	4.605	-0.0225	-0.891	-0.454
4.28587	-0.0576712	-0.411021	-0.310965	4.39964	-0.0563185	4.2369	-0.1783	-0.9409	-0.3387
3.7771	-0.171636	-1.21614	-0.278667	3.6903	-0.1685	3.8522	-0.2868	-0.9759	-0.2181
3.2096	-0.186436	-1.62802	-0.0297352	3.31006	-0.189874	3.4569	-0.3463	-0.9956	-0.0941
2.99291	-0.156092	-0.610269	0.0966245	3.1017	-0.1514	3.0573	-0.3557	-0.9995	0.0314
2.72078	-0.217047	-0.669489	-0.139808	2.69904	-0.21883	2.6596	-0.3149	-0.9877	0.1564
2.26304	-0.058431	-1.10774	0.486951	2.2149	-0.0132	2.2702	-0.2247	-0.9603	0.279
1.9873	0.0244643	-0.953652	0.202532	2.25436	0.0133009	1.8952	-0.0863	-0.9178	0.3971
1.51726	0.00228974	-1.15536	-0.124192	1.4946	-0.023	1.5404	0.0979	-0.8607	0.509
1.44101	0.230099	-0.15628	0.528474	1.5566	0.374004	1.2116	0.3252	-0.7902	0.6129
1.05039	0.476638	-0.922504	0.63395	0.9677	0.4861	0.9138	0.5919	-0.7071	0.7071
0.630713	0.813417	-0.834817	1.05321	0.505157	0.654534	0.6518	0.8938	-0.6129	0.7902
0.403605	1.35298	-0.592349	1.33359	0.4297	1.3832	0.4297	1.2262	-0.509	0.8607
0.313653	1.75006	-0.256554	0.932069	0.303116	1.73055	0.2511	1.5838	-0.3971	0.9178
0.249048	1.90274	-0.111963	0.412971	0.2591	1.8471	0.1186	1.961	-0.279	0.9603
-0.00525452	2.26772	-0.60316	0.894727	-0.0332836	2.35977	0.0345	2.3517	-0.1564	0.9877
-0.109875	2.80503	-0.190026	1.30495	-0.0776	2.8504	0	2.75	-0.0314	0.9995
